"","time","Ta_min (Deg C)","Ta_max (Deg C)","Ta_mean (Deg C)","Ta_daytime_mean (Deg C)","Ta_nighttime_mean(Deg C)","P_F","SW_IN_POT","SW_IN_F","SW_IN_F_QC","CLOUD","VPD_F","SWC_F_MDS_1","H_F_MDS","H_CORR","LE_F_MDS","
              LE_CORR","EF","NEE_VUT_REF","NEE_VUT_REF_QC","NEE_VUT_25","NEE_VUT_50","NEE_VUT_75","RECO_NT_VUT_REF","RECO_NT_VUT_25","RECO_NT_VUT_50","RECO_NT_VUT_75","GPP_NT_VUT_REF","GPP_NT_VUT_25","GPP_NT_VUT_50","GPP_NT_VUT_75","GPP_DT_VUT_REF","GPP_DT_VUT_25","GPP_DT_VUT_50","GPP_DT_VUT_75"
"1",1991001,-12.516,5.659,-2.133052,0.09003646,-4.450339,1.18475,145.1419,58.49038,0.583333,0.4037928,2.441375,0,20.05906,NA,10.91776,NA,0.5,0.7049641,0,0.7049641,0.7049641,0.7049641,1.21981,1.206731,1.220292,1.229288,0.4980454,0.5009801,0.515031,0.5243243,0.3443843,0.3391659,0.3415505,0.3673988
"2",1991009,-9.628,5.606,-2.076333,0.4815208,-4.212917,0.950375,153.401,65.70888,0.583333,0.4285241,2.454125,0,19.06232,NA,10.90664,NA,0.5,0.6975712,0,0.6975712,0.6975712,0.6975712,1.222743,1.2095,1.22293,1.232346,0.5081178,0.5110748,0.5253589,0.534776,0.3859691,0.3802584,0.3828635,0.4102139
"3",1991017,-15.015,3.803,-2.916281,-1.132828,-4.862891,2.7975,165.2229,65.046,0.583333,0.3903858,2.19125,0,17.36467,NA,11.2209,NA,0.5,0.6977726,0,0.6977726,0.6977726,0.6977726,1.180333,1.165764,1.180908,1.190919,0.4638058,0.4670761,0.482766,0.4931464,0.3813993,0.3758571,0.378382,0.4042359
"4",1991025,-8.401,6.114,0.7546927,2.659909,-1.044716,3.925625,180.3365,77.12225,0.583333,0.4254033,2.3465,0,20.05906,NA,10.91776,NA,0.5,0.7049641,0,0.7049641,0.7049641,0.7049641,1.366906,1.35906,1.367016,1.372529,0.6518754,0.6535749,0.6620525,0.6675655,0.4519694,0.4454389,0.4484126,0.4785969
"5",1991033,-8.296,5.857,0.2625156,2.175945,-1.662617,1.89825,198.3676,81.27312,0.5520834,0.4108889,2.41875,0,19.06232,NA,10.90664,NA,0.5,0.6975712,0,0.6975712,0.6975712,0.6975712,1.342085,1.333179,1.342214,1.348509,0.6330304,0.6349008,0.6446422,0.6509371,0.4762382,0.4693661,0.472495,0.504176
"6",1991041,-18.097,2.769,-4.903281,-2.925828,-7.256953,1.2665,218.8469,111.4954,0.5,0.5077536,2.173375,0,17.36467,NA,11.2209,NA,0.5,0.6977726,0,0.6977726,0.6977726,0.6977726,1.078766,1.061015,1.080095,1.091717,0.3581568,0.3623106,0.3812443,0.3939435,0.648335,0.6397271,0.6436203,0.6781156
"7",1991049,-17.068,11.757,0.5499583,3.646354,-2.714333,1.7225,241.2334,115.1239,0.5,0.4816211,2.928125,0,20.05906,NA,10.91776,NA,0.5,0.7049641,0,0.7049641,0.7049641,0.7049641,1.354442,1.34759,1.354706,1.359405,0.6407389,0.642266,0.6495751,0.6544408,0.6680461,0.6593828,0.6632929,0.6965299
"8",1991057,-7.127,11.804,1.122495,3.343685,-1.02494,2.046375,264.9459,119.7813,0.5,0.4540037,2.579375,0,19.06232,NA,10.90664,NA,0.5,0.6975712,0,0.6975712,0.6975712,0.6975712,1.384268,1.377415,1.384365,1.38919,0.6779109,0.6793402,0.6867935,0.6916175,0.6953447,0.6862864,0.6903763,0.7254286
"9",1991065,-4.579,8.302,0.7566927,2.713909,-0.8639036,2.29775,289.3965,132.9208,0.5,0.4594397,2.61675,0,17.36467,NA,11.2209,NA,0.5,0.6977726,0,0.6977726,0.6977726,0.6977726,1.367253,1.359205,1.367365,1.372998,0.659173,0.6608534,0.6695923,0.6752261,0.7700457,0.7602505,0.7646475,0.800796
"10",1991073,-2.028,13.493,4.404802,6.551214,2.497026,3.365625,314.0216,120.5853,0.4895833,0.3843287,3.20075,0,20.05906,NA,10.91776,NA,0.5,0.7049641,0,0.7049641,0.7049641,0.7049641,1.548654,1.544456,1.548167,1.551604,0.8441236,0.8394054,0.8431507,0.8465834,0.6981895,0.6893621,0.693229,0.7256336
"11",1991081,-1.974,16.737,5.845464,8.656982,3.253669,0.854625,338.3018,183.0747,0.4375,0.541555,3.50075,0,19.06232,NA,10.90664,NA,0.5,0.6975712,0,0.6975712,0.6975712,0.6975712,1.617671,1.611744,1.616448,1.622641,0.9252662,0.9131008,0.918748,0.9249316,1.052503,1.040319,1.044996,1.081657
"12",1991089,1.625,17.375,9.734964,12.40329,7.136482,1.38675,361.7756,172.9326,0.416667,0.4780249,3.42,0,17.36467,NA,11.2209,NA,0.5,0.6977726,0,0.6977726,0.6977726,0.6977726,1.805413,1.791173,1.801714,1.819155,1.125377,1.088474,1.103555,1.120966,0.996379,0.9845173,0.9893971,1.027492
"13",1991097,3.657,13.43,7.663818,9.289096,6.232784,6.159125,384.0435,128.8964,0.416667,0.3359465,2.461,0,20.05906,NA,10.91776,NA,0.5,0.7049641,0,0.7049641,0.7049641,0.7049641,1.70875,1.698259,1.706534,1.71695,1.01436,0.9922504,1.00134,1.011738,0.7484831,0.738697,0.742981,0.7812999
"14",1991105,-0.025,18.07,8.254755,10.63325,5.41069,1.42425,404.7644,215.9361,0.416667,0.5332619,3.66075,0,19.06232,NA,10.90664,NA,0.5,0.6975712,0,0.6975712,0.6975712,0.6975712,1.733518,1.723467,1.730809,1.743573,1.048923,1.02192,1.033025,1.045694,1.236224,1.222682,1.227157,1.262503
"15",1991113,5.61,16.063,10.92065,12.57801,8.817201,8.50675,423.6505,147.5224,0.3802084,0.3483802,2.97275,0,17.36467,NA,11.2209,NA,0.5,0.6977726,0,0.6977726,0.6977726,0.6977726,1.862544,1.846969,1.858031,1.879319,1.186426,1.141395,1.159921,1.181039,0.8545965,0.8437244,0.8484694,0.8888985
"16",1991121,-0.587,18.646,9.119453,11.4146,6.506039,1.283,440.4589,213.076,0.375,0.4830101,3.907125,0,20.05906,NA,10.91776,NA,0.5,0.7049641,0,0.7049641,0.7049641,0.7049641,1.774603,1.762311,1.771224,1.787368,1.085532,1.051841,1.066024,1.082023,1.219382,1.20608,1.210781,1.243968
"17",1991129,5.385,20.808,12.52795,14.46154,10.34616,10.25788,454.9848,140.9405,0.375,0.3098091,3.142375,0,19.06232,NA,10.90664,NA,0.5,0.6975712,0,0.6975712,0.6975712,0.6975712,1.93609,1.918636,1.930404,1.957253,1.265849,1.210246,1.232621,1.259041,0.8164644,0.8060706,0.8102925,0.8494566
"18",1991137,5.299,17.02,11.68505,13.2574,9.984964,12.02413,467.0562,137.3067,0.3385414,0.2936929,2.6255,0,17.36467,NA,11.2209,NA,0.5,0.6977726,0,0.6977726,0.6977726,0.6977726,1.898073,1.88161,1.893013,1.916901,1.224609,1.174099,1.19491,1.21856,0.796799,0.7864509,0.7908612,0.831185
"19",1991145,6.477,19.457,12.66032,14.46866,10.4011,7.889,476.5297,177.9775,0.333333,0.3733868,3.06975,0,20.05906,NA,10.91776,NA,0.5,0.7049641,0,0.7049641,0.7049641,0.7049641,1.942264,1.924655,1.936484,1.963783,1.265089,1.207421,1.23115,1.258166,1.029043,1.016252,1.021878,1.066934
"20",1991153,7.245,22.424,15.64767,17.64496,13.16983,5.9775,483.2923,197.1364,0.333333,0.4080636,4.608375,0,19.06232,NA,10.90664,NA,0.5,0.6975712,0,0.6975712,0.6975712,0.6975712,2.075898,2.054229,2.067911,2.105717,1.416859,1.342036,1.370131,1.407241,1.133597,1.120424,1.125428,1.16578
"21",1991161,8.839,23.26,15.79865,17.50401,13.67832,7.237375,487.2625,175.473,0.333333,0.36016,4.11975,0,17.36467,NA,11.2209,NA,0.5,0.6977726,0,0.6977726,0.6977726,0.6977726,2.0832,2.061289,2.075108,2.113412,1.424465,1.348295,1.37702,1.414723,1.015122,1.00242,1.007894,1.053439
"22",1991169,8.819,21.078,14.61938,16.29688,12.70025,3.521,488.3972,199.8078,0.333333,0.4091063,4.207125,0,20.05906,NA,10.91776,NA,0.5,0.7049641,0,0.7049641,0.7049641,0.7049641,2.03117,2.011149,2.023954,2.058079,1.36097,1.291436,1.318633,1.352297,1.151501,1.137747,1.143425,1.188009
"23",1991177,7.749,21.738,16.00004,17.43383,14.16133,6.78125,486.6934,194.2656,0.333333,0.3990907,4.71025,0,19.06232,NA,10.90664,NA,0.5,0.6975712,0,0.6975712,0.6975712,0.6975712,2.092617,2.070323,2.084376,2.123383,1.434803,1.357694,1.386576,1.424879,1.119707,1.106311,1.111674,1.155486
"24",1991185,12.321,23.491,17.6494,19.38701,15.56514,5.143625,482.1923,194.1559,0.333333,0.402692,4.699125,0,17.36467,NA,11.2209,NA,0.5,0.6977726,0,0.6977726,0.6977726,0.6977726,2.164798,2.139675,2.155324,2.200209,1.512798,1.42604,1.45719,1.501361,1.118912,1.105554,1.111045,1.154271
"25",1991193,9.251,22.517,15.7638,17.66065,13.39459,7.702375,474.9742,202.3409,0.333333,0.4261076,4.27525,0,20.05906,NA,10.91776,NA,0.5,0.7049641,0,0.7049641,0.7049641,0.7049641,2.081705,2.060056,2.073636,2.111821,1.415658,1.338704,1.368345,1.405945,1.163353,1.149857,1.154931,1.19609
"26",1991201,10.969,21.989,16.91573,18.50343,14.51018,3.3025,465.1559,201.1366,0.333333,0.4323504,4.771125,0,19.06232,NA,10.90664,NA,0.5,0.6975712,0,0.6975712,0.6975712,0.6975712,2.132726,2.10905,2.123799,2.16607,1.47825,1.396709,1.426,1.467488,1.159718,1.14579,1.151989,1.197155
"27",1991209,10.638,23.866,18.16673,20.09574,15.61805,1.461,452.8802,209.0964,0.333333,0.4619551,5.889875,0,17.36467,NA,11.2209,NA,0.5,0.6977726,0,0.6977726,0.6977726,0.6977726,2.186464,2.160302,2.176595,2.223358,1.536385,1.446273,1.47844,1.524465,1.201785,1.187916,1.193391,1.234715
"28",1991217,9.856,23.165,16.10968,18.16171,13.70953,0.841625,438.3155,200.0433,0.375,0.4565387,5.74825,0,20.98526,NA,10.91776,NA,0.5,0.7193345,0,0.7193345,0.7193345,0.7193345,2.096756,2.074524,2.08843,2.127846,1.4176,1.338751,1.368761,1.40757,1.150685,1.137266,1.142479,1.183685
"29",1991225,10.928,23.721,17.32619,19.01535,15.35991,2.447625,421.6494,177.2246,0.4010419,0.4196781,5.1005,0,20.90201,NA,10.90664,NA,0.5,0.7422098,0,0.740473,0.7418434,0.7422098,2.150311,2.125593,2.141076,2.184821,1.453556,1.383307,1.399121,1.441476,1.02283,1.010395,1.015683,1.057569
"30",1991233,6.918,25.392,14.86484,17.58898,11.92186,0,403.0906,218.3235,0.416667,0.5418385,5.7325,0,19.23524,NA,11.2209,NA,0.5,0.743186,0,0.7414491,0.7428196,0.743186,2.038193,2.017176,2.030762,2.065927,1.331696,1.273981,1.287521,1.319619,1.250053,1.236338,1.240713,1.276821
"31",1991241,9.134,25.308,16.65402,19.32732,13.83207,0.047,382.8723,207.6061,0.416667,0.5421432,6.432125,0,21.04394,NA,10.91776,NA,0.5,0.7520116,0,0.7502746,0.7516453,0.7520116,2.119601,2.09642,2.110859,2.152254,1.41064,1.344029,1.359123,1.398435,1.190164,1.176888,1.181323,1.217904
"32",1991249,8.355,22.465,14.69834,17.17498,12.09948,1.107,361.2568,185.2505,0.4218752,0.5132333,5.042375,0,20.40935,NA,10.90664,NA,0.5,0.7372175,0,0.7353226,0.7368511,0.7372175,2.033278,2.013055,2.025993,2.06046,1.33203,1.275651,1.288795,1.319985,1.065816,1.053355,1.058404,1.096597
"33",1991257,4.839,20.823,12.30263,15.05206,9.509,0.625,338.5437,168.4985,0.458333,0.4977506,4.839625,0,20.53998,NA,11.2209,NA,0.5,0.7482657,0,0.745616,0.7475789,0.7482657,1.923569,1.90635,1.918019,1.944241,1.203146,1.157935,1.169805,1.19059,0.9713756,0.9597294,0.9646039,1.002536
"34",1991265,6.694,21.267,11.93567,14.07534,9.898461,5.07175,315.0771,130.9619,0.458333,0.4148558,3.688125,0,22.20934,NA,10.91776,NA,0.5,0.7544853,0,0.7519691,0.7537696,0.7544853,1.907939,1.891169,1.902676,1.92753,1.180103,1.136721,1.148533,1.169146,0.7592659,0.7495205,0.7539145,0.790571
"35",1991273,4.17,14.74,9.571203,11.63148,7.549602,2.569125,291.2519,122.7985,0.458333,0.4214607,2.996125,0,21.60677,NA,10.90664,NA,0.5,0.745155,0,0.7430141,0.7446875,0.745155,1.799009,1.78498,1.795448,1.812216,1.072095,1.039443,1.050804,1.063711,0.7142636,0.7047522,0.709055,0.7473355
"36",1991281,0.018,12.565,6.352495,8.170935,4.672247,4.108875,267.5163,105.4746,0.4843749,0.3951702,2.693375,0,20.6833,NA,11.2209,NA,0.5,0.7403618,0,0.738296,0.739802,0.7403618,1.64487,1.637976,1.643507,1.649956,0.9119429,0.8980155,0.9034733,0.9099841,0.6154405,0.6069521,0.6108031,0.6471771
"37",1991289,1.791,15.615,7.621677,10.69615,5.417339,0,244.3664,124.0474,0.5312503,0.5077547,3.366625,0,21.06976,NA,10.91776,NA,0.5,0.7373976,0.1666668,0.7351465,0.7367366,0.7373976,1.704833,1.69366,1.702596,1.713114,0.9792897,0.9574622,0.9655154,0.9751798,0.7208326,0.7113389,0.7156296,0.7530344
"38",1991297,-2.1,15.769,7.458318,10.41485,5.281784,0.6165,222.334,116.2371,0.7552085,0.5217987,3.375625,0,15.63203,NA,10.90664,NA,0.5,0.8457765,0.7395835,0.8421586,0.8458805,0.8556214,1.77511,1.765129,1.773189,1.782741,0.9361694,0.9184485,0.9271799,0.9383248,0.7975979,0.7885805,0.7935904,0.8209981
"39",1991305,-3.1,13,4.78337,6.735622,3.297935,0.5375,201.9629,79.2725,0.9739584,0.3950558,2.08625,0,15.07094,NA,11.2209,NA,0.5,1.424108,0.953125,1.400678,1.422967,1.480876,2.050456,2.032741,2.068234,2.160715,0.59209,0.6026913,0.6452321,0.7174731,1.039824,1.048978,1.1271,1.217731
"40",1991313,-3.8,10.5,2.328505,3.533003,0.7580026,6.8375,183.781,55.87025,1,0.3034951,1.1175,0,-1.403899,NA,10.91776,NA,0.5,1.471175,0.984375,1.462218,1.471706,1.531032,1.743501,1.720391,1.751148,1.848044,0.2419414,0.253196,0.2790741,0.3190206,0.4355278,0.4085201,0.5061817,0.6429249
"41",1991321,-3.9,17.6,7.044557,8.778529,4.945216,8.3875,168.2682,70.4245,0.9583334,0.4137505,2.32825,0,-3.084844,NA,10.90664,NA,0.5,1.628646,0.9479166,1.604016,1.625506,1.671974,1.990264,1.96349,1.989806,2.022364,0.3752054,0.3213365,0.3640621,0.4009368,0.6307815,0.6239944,0.642693,0.658918
"42",1991329,-7.1,14.5,3.046802,4.717151,1.372339,0.5,155.8332,62.0315,0.96875,0.395363,1.9115,0,-0.8364277,NA,11.2209,NA,0.5,1.478783,0.9479166,1.466044,1.47648,1.479904,1.742545,1.741319,1.750959,1.765848,0.2614121,0.2627226,0.274241,0.2933717,0.4564469,0.4178434,0.4424891,0.4619794
"43",1991337,-7.6,6.74,-0.3932552,1.567997,-2.639378,4.975,146.7937,53.50787,0.8333333,0.3649457,0.965,0,1.61009,NA,10.91776,NA,0.5,1.16453,0.734375,1.136954,1.16453,1.18315,0.9561984,0.9561984,0.9994437,1.027511,-0.1934066,-0.1913198,-0.1778862,-0.1543896,0.4328799,0.4249602,0.4669449,0.4910701
"44",1991345,-9.7,11.2,1.501391,3.386195,-0.9391172,3.025,141.3756,51.42688,0.953125,0.3638688,1.274875,0,-0.4290412,NA,10.90664,NA,0.5,1.326986,0.9427083,1.267289,1.326689,1.358752,1.54755,1.546777,1.62395,1.671453,0.2799642,0.2487911,0.2763467,0.3347746,0.245064,0.1606463,0.2403743,0.2669821
"45",1991353,-9.5,2.524,-1.858927,-0.6158385,-3.929464,0.65,139.7153,66.43,0.9791667,0.4753538,1.294125,0,-3.104799,NA,11.2209,NA,0.5,1.035417,0.9739584,1.015445,1.034916,1.067448,1.287301,1.287139,1.295392,1.356236,0.2694053,0.2559284,0.2693682,0.3019358,0.01065822,0,0,0.01275008
"46",1991361,-9.6,6.8,-0.8092917,1.228554,-2.894646,4.94,141.0768,66.404,0.9583334,0.4707986,1.8868,0,-11.94761,NA,10.85936,NA,0.5,1.162477,0.9333334,1.143117,1.163359,1.184842,1.203992,1.199036,1.204222,1.240408,0.07364396,0.02972785,0.055635,0.0736172,0.1272693,0.09457338,0.136846,0.1452405
"47",1992001,-6.7,6,0.04539063,1.594133,-1.36993,0.5875,145.1419,65.6045,0.9114583,0.4516053,1.573125,0,-1.618764,NA,10.90664,NA,0.5,1.263007,0.8802083,1.259988,1.263007,1.26957,1.600054,1.561511,1.577744,1.600164,0.340065,0.2944912,0.321826,0.3375355,0,0,0,0
"48",1992009,-10.2,12.1,-0.9690417,1.258104,-3.850021,1.725,153.401,70.66175,0.8229166,0.4599844,1.47275,0,22.00682,NA,11.2209,NA,0.5,0.881858,0.7552083,0.8616539,0.881858,0.8954309,1.127702,1.117256,1.134452,1.173195,0.2660488,0.2460189,0.265996,0.2827872,0,0,0,0
"49",1992017,-10.7,11.6,-3.269391,-0.6529453,-5.85607,4.1,165.2229,64.06163,0.9791667,0.3888746,0.992875,0,11.8111,NA,10.91776,NA,0.5,0.8423174,0.9583334,0.8015465,0.8371044,0.8673384,0.6455439,0.6485176,0.6860234,0.7224441,-0.1585049,-0.1790972,-0.153161,-0.1128774,0.03841715,0.03429266,0.03856215,0.03894922
"50",1992025,-9.561,5.301,-2.615776,-0.383013,-4.358701,0,180.3365,72.57363,0.7083331,0.4011711,1.182125,0,13.689,NA,10.90664,NA,0.5,0.6220001,0.7083331,0.6089092,0.6212686,0.6425254,0.5262695,0.5199044,0.5409585,0.6172036,-0.09691106,-0.09474056,-0.06770574,-0.01427779,0.1891968,0.1891226,0.1908271,0.2264033
"51",1992033,-10.4,4.997,-5.223823,-2.494536,-7.218161,0.6375,198.3676,88.82675,0.9218751,0.4474699,1.379125,0,23.43934,NA,9.540192,NA,0.5,1.134302,0.9114584,1.105325,1.13764,1.182735,0.7621135,0.7161743,0.7386424,0.7687511,-0.3834139,-0.4752875,-0.400023,-0.3549678,0.2388535,0.2265811,0.2364825,0.2432914
"52",1992041,-10.8,7.1,-2.037047,-0.1890859,-3.844023,2.7375,218.8469,110.4035,0.9791667,0.5066616,1.278125,0,29.811,NA,9.911995,NA,0.5,0.7647115,0.9583334,0.7596859,0.7740122,0.8024526,0.8339846,0.7927123,0.8240576,0.8362652,0.06116824,-0.004142987,0.04841625,0.07062127,0.1260684,0.08497562,0.09862944,0.1253757
"53",1992049,-6.3,6.774,0.3344479,1.653099,-1.089026,0.5,241.2334,60.55537,0.9791667,0.2519621,0.8745,0,14.71833,NA,6.669194,NA,0.5,0.7111981,0.96875,0.7043763,0.7087684,0.7149988,0.6993554,0.6566192,0.6831573,0.7034176,-0.0078502,-0.05938391,-0.02516698,-0.006903975,0.1042799,0.09799271,0.1034307,0.1057059
"54",1992057,-10.5,5,-1.704646,-0.008572917,-4.146073,3.3625,264.9459,113.5859,0.9791667,0.4271869,1.2855,0,45.4025,NA,11.60439,NA,0.5,0.7438944,0.8645833,0.7414275,0.7434756,0.7439694,1.005991,1.00596,1.028666,1.049625,0.2642703,0.2637862,0.2861874,0.3056487,0,0,0,0
"55",1992065,-10.1,11.8,2.884828,5.086164,0.4674141,6.925,289.3965,72.16125,0.984375,0.2498721,1.17225,0,19.89408,NA,7.926835,NA,0.5,2.407465,0.9010416,2.404759,2.407465,2.44774,2.552602,2.531908,2.561089,2.599057,0.1477524,0.09968114,0.139589,0.175963,0,0,0,0
"56",1992073,-10.7,6.719,-4.143187,-1.278781,-6.353156,0.5125,314.0216,186.0351,0.7135416,0.5921954,1.62025,0,105.6416,NA,15.75529,NA,0.5,0.8603534,0.7135416,0.8255628,0.8603534,0.8680178,1.202707,1.174447,1.197177,1.223616,0.377143,0.2977512,0.3385809,0.3860169,0.05714963,0.05714963,0.0578949,0.08766144
"57",1992081,-3.083,10.1,3.184161,5.556393,1.304081,4.775,338.3018,142.0033,0.6354165,0.422091,1.804375,0,30.21083,NA,9.750524,NA,0.5,0.6459216,0.6249999,0.6001954,0.6405595,0.6900104,1.524511,1.514655,1.568445,1.613042,0.92276,0.8744751,0.9198998,0.9624581,0.411929,0.3668875,0.4123284,0.4208356
"58",1992089,-3.4,10.375,2.16599,4.418932,0.5142448,1.625,361.7756,172.907,0.9166667,0.477966,2.670125,0,69.26228,NA,16.54416,NA,0.5,0.6925246,0.90625,0.6861075,0.6913274,0.7015248,1.229935,1.215058,1.23529,1.259376,0.5432755,0.5219677,0.5469389,0.560987,0.5453035,0.5156348,0.539639,0.5593561
"59",1992097,-4.3,14,4.505854,7.017302,2.702927,1.225,384.0435,191.7775,0.9791667,0.4999718,4.117375,0,83.85454,NA,22.54426,NA,0.5,0.6618348,0.9218751,0.6563923,0.6637977,0.6735332,1.028988,1.004012,1.031632,1.048673,0.3610219,0.3466625,0.3652815,0.3822192,0.6381647,0.6080823,0.6278875,0.6563065
"60",1992105,-3,18.2,4.084833,6.689667,2.020417,3.3125,404.7644,159.0592,0.921875,0.3941615,2.248625,0,64.62958,NA,15.31659,NA,0.5,0.7329836,0.6979169,0.7096982,0.7337699,0.7577226,1.443341,1.43943,1.478568,1.523166,0.7254978,0.7047409,0.7358794,0.7837232,0.8017509,0.7112961,0.723653,0.8157456
"61",1992113,0.5,15.1,7.117693,10.09097,4.547409,5.45,423.6504,147.1435,0.7864583,0.3461226,2.799,0,52.05701,NA,15.23412,NA,0.5,0.8416879,0.7447917,0.8075633,0.8391834,0.8675811,1.671226,1.648163,1.681061,1.71589,0.8876344,0.8096199,0.8393119,0.8874755,0.7430154,0.7482795,0.7587011,0.7890409
"62",1992121,1.138,21.8,9.204292,11.59271,7.175333,5.725,440.4589,204.2163,0.8020833,0.4642108,3.982,0,80.50392,NA,35.11536,NA,0.5,0.9137801,0.7864583,0.8458083,0.9082803,0.9180584,2.649184,2.629639,2.654466,2.680746,1.794409,1.722613,1.766429,1.800684,1.448441,1.452229,1.481569,1.499864
"63",1992129,3.3,20.5,11.80614,14.54432,9.476383,0.275,454.9848,210.0116,0.921875,0.461148,4.543625,0,82.40441,NA,23.57544,NA,0.5,0.7158762,0.8802084,0.6156641,0.7004663,0.714835,3.225379,3.088721,3.173728,3.232863,2.534871,2.423268,2.497383,2.552981,1.714205,1.713966,1.747185,1.807229
"64",1992137,7.646,22.5,14.08911,16.46812,12.14793,0.575,467.0562,217.65,0.6770834,0.4650949,6.303375,0,56.89655,NA,40.23201,NA,0.5,1.13983,0.6614583,0.9556251,1.120646,1.17855,3.733635,3.755571,4.011191,4.345768,2.605409,2.650762,2.871094,3.279101,2.145493,2.01792,2.329879,2.920575
"65",1992145,2.7,18.7,10.16667,12.40208,7.845833,1.1125,476.5297,196.5924,1,0.4123628,3.549875,0,68.21835,NA,32.35766,NA,0.5,-1.120224,0.9583334,-1.267066,-1.147182,-1.109293,4.087119,4.081669,4.171141,4.334984,5.186407,5.173154,5.321726,5.552541,4.67587,4.417878,4.620845,4.792095
"66",1992153,6.8,25.6,15.36892,17.50946,13.24615,7.625,483.2923,216.26,0.9635417,0.4475053,3.171125,0,44.5859,NA,48.95495,NA,0.5,-2.958598,0.9322916,-3.120863,-2.962917,-2.816046,4.645165,4.39997,4.632356,4.66812,7.458482,7.329605,7.522599,7.648419,7.962021,7.738182,7.85154,7.983816
"67",1992161,9.6,26.2,17.6836,20.01055,14.9918,0.0625,487.2625,310.3118,0.9791667,0.6368356,8.355875,0,56.46239,NA,89.45914,NA,0.5,-6.313726,0.9479166,-6.327888,-6.302324,-6.252071,4.850711,4.823046,4.870122,5.001749,11.14298,11.11169,11.18385,11.28014,11.73704,11.59275,11.69988,11.94718
"68",1992169,6.6,24.1,15.96908,17.9351,13.69716,1.5875,488.3971,219.7268,0.8333333,0.4498822,4.324,0,47.44773,NA,46.25767,NA,0.5,-5.246762,0.7864583,-5.309258,-5.265866,-5.237738,4.869906,4.802881,4.925397,4.963787,9.982794,10.04521,10.16044,10.25485,11.11326,11.03135,11.11725,11.17302
"69",1992177,10.668,22.1,15.78113,17.534,14.11113,4.2,486.6934,175.8994,0.5416665,0.3613146,3.639,0,53.89356,NA,41.37298,NA,0.5,-4.596515,0.3854166,-4.637297,-4.591253,-4.534336,3.643628,3.643628,4.604522,4.723047,7.99639,8.120695,9.209845,9.333929,9.538293,9.404233,9.539027,9.630115
"70",1992185,10.152,27.6,21.51445,23.47329,19.90004,5.8875,482.1923,197.6985,0.953125,0.4104689,4.848125,0,21.43629,NA,82.38428,NA,0.5,-2.493849,0.6302084,-2.500026,-2.485644,-2.441043,4.357588,4.376651,4.862351,4.974325,6.716356,6.825979,7.319899,7.46613,9.290595,9.246566,9.43227,9.592879
"71",1992193,13.541,28.1,20.74936,22.5173,18.70637,6.2625,474.9742,182.6731,0.8125,0.3844858,3.56475,0,19.34655,NA,66.31144,NA,0.5,-2.730415,0.7031249,-2.757631,-2.690972,-2.632924,4.035245,4.054885,4.154284,4.228232,6.832802,6.744696,6.859737,6.979505,8.451902,7.614108,8.426259,8.557303
"72",1992201,12.037,30.7,19.91185,22.25936,17.01005,1.65,465.1559,228.2328,0.8541666,0.4907054,4.961875,0,22.67671,NA,87.16944,NA,0.5,-4.042524,0.7864583,-4.067362,-4.000109,-3.73369,4.191584,4.10056,4.21108,4.30146,8.198522,8.040321,8.185231,8.333349,9.267164,9.635486,10.66107,11.19648
"73",1992209,14.8,29.5,20.79781,23.50516,18.71147,4.5125,452.8802,224.1229,0.9635417,0.4951198,4.897375,0,17.04795,NA,96.33934,NA,0.5,-3.445673,0.953125,-3.491833,-3.39547,-3.19307,4.471012,4.48882,4.568199,4.770554,8.001441,7.768174,7.935081,8.039696,10.61098,10.39233,10.92672,11.2315
"74",1992217,8.98,28,20.06914,22.49401,17.41995,7.5625,438.3155,209.2685,0.875,0.4769447,4.9445,0,19.72737,NA,89.24432,NA,0.5,-2.767141,0.8333333,-3.007852,-2.819775,-2.663161,3.763425,3.850984,3.947233,4.248576,6.836524,6.620527,6.775089,7.064172,8.194731,7.998969,8.448218,8.578318
"75",1992225,11.197,26.6,17.84875,19.18919,16.35387,5.85,421.6494,109.5675,0.8333334,0.2596893,1.293,0,5.985333,NA,24.43964,NA,0.5,-1.264507,0.8020833,-1.297923,-1.174647,-0.7540512,4.019734,3.503346,3.823475,4.120699,5.208485,4.345465,5.029569,5.252836,6.196571,5.979924,6.094638,6.268354
"76",1992233,11.4,32.8,22.343,25.2465,19.66275,0.075,403.0908,248.2454,0.921875,0.6150816,5.352875,0,28.8167,NA,125.7281,NA,0.5,-4.694619,0.8749999,-4.98839,-4.652229,-4.494406,4.827661,4.130014,4.436435,4.857661,9.779953,8.838721,9.172511,9.499476,9.97521,9.517766,9.666435,9.792645
"77",1992241,9.4,28.5,17.90629,20.37815,15.11946,3.4,382.8723,184.9449,0.9322916,0.482504,3.783875,0,21.65684,NA,70.32591,NA,0.5,-3.304035,0.8906251,-3.358525,-3.27107,-3.218511,3.907351,3.898256,3.936973,3.98445,7.201378,7.157118,7.220872,7.333538,7.985156,7.932294,8.021739,8.082739
"78",1992249,8.3,28.5,19.64096,21.68298,17.60823,2.65,361.2568,156.0838,0.9739584,0.4336468,2.128625,0,23.64016,NA,52.79894,NA,0.5,-3.148115,0.9322915,-3.178523,-3.096714,-2.963116,4.202502,4.145665,4.19833,4.249651,7.229093,7.087411,7.272849,7.39731,8.073125,7.516852,7.919858,8.066835
