"","time","Ta_min (Deg C)","Ta_max (Deg C)","Ta_mean (Deg C)","Ta_daytime_mean (Deg C)","Ta_nighttime_mean(Deg C)","P_F","SW_IN_POT","SW_IN_F","SW_IN_F_QC","CLOUD","VPD_F","SWC_F_MDS_1","H_F_MDS","H_CORR","LE_F_MDS","
              LE_CORR","EF","NEE_VUT_REF","NEE_VUT_REF_QC","NEE_VUT_25","NEE_VUT_50","NEE_VUT_75","RECO_NT_VUT_REF","RECO_NT_VUT_25","RECO_NT_VUT_50","RECO_NT_VUT_75","GPP_NT_VUT_REF","GPP_NT_VUT_25","GPP_NT_VUT_50","GPP_NT_VUT_75","GPP_DT_VUT_REF","GPP_DT_VUT_25","GPP_DT_VUT_50","GPP_DT_VUT_75"
"853",2009193,9.298,21.626,16.50057,18.20053,14.04116,2.8875,474.9742,278.4361,1,0.5859377,5.687375,0,39.7336,NA,71.21376,NA,0.5,-6.367716,0.859375,-6.561748,-6.205889,-5.867376,4.274655,4.254831,4.40016,7.059698,10.66646,10.22191,10.69688,11.56424,13.09355,11.63271,13.0203,14.00964
"854",2009201,10.913,24.449,18.73676,20.81594,16.18544,14.0875,465.1559,196.7999,1,0.4233829,7.03425,0,16.83206,NA,51.79905,NA,0.5,-5.807451,0.875,-6.178609,-5.693525,-4.755524,4.657455,4.517725,5.086914,7.852834,10.96922,9.941994,10.70104,11.92601,10.55051,9.580025,10.18349,10.83079
"855",2009209,10.368,23.664,16.97504,18.59408,14.78102,5.875,452.8802,225.5139,1,0.4982614,5.29975,0,18.75738,NA,56.83535,NA,0.5,-5.695492,0.6510417,-5.848184,-5.326998,-4.804805,4.355146,4.306883,4.547215,7.234305,9.107926,9.103153,10.30811,12.90297,10.24166,8.171676,10.12588,11.69033
"856",2009217,10.458,23.503,17.50873,19.41874,15.14299,0.8,438.3155,224.3706,1,0.5114969,5.590125,0,24.95638,NA,60.47996,NA,0.5,-5.406676,0.7343751,-6.008967,-5.575466,-4.896556,4.44705,4.375385,4.700315,7.425916,10.21995,9.527904,10.40504,12.82175,11.87681,8.37985,10.23401,11.79586
"857",2009225,9.277,22.516,16.29188,18.50888,13.80719,0.4375,421.6494,258.7167,1,0.6144498,5.842125,0,22.25293,NA,65.89346,NA,0.5,-3.619791,0.2343749,-5.965101,-5.341236,-4.717589,4.242276,4.206196,4.409745,6.988803,10.13185,9.4667,10.24047,11.84511,11.72192,11.30184,12.30062,13.59065
"858",2009233,8.908,24.002,15.46759,17.76511,12.56048,7.3375,403.0905,212.7808,1,0.5287304,5.46275,0,21.92885,NA,57.71245,NA,0.5,-2.394843,0.4739584,-3.906829,-3.104659,-2.700607,4.105544,4.093135,4.227896,6.71626,7.863684,6.908436,7.8488,10.14551,10.87424,10.61991,11.50591,12.44669
"859",2009241,7.254,18.409,12.84656,14.40884,11.14128,2.2625,382.8723,228.4913,1,0.5986035,3.40725,0,15.5745,NA,59.40948,NA,0.5,-4.691878,0.3072917,-5.413566,-4.798123,-4.372596,3.667088,3.575528,3.829256,5.724936,9.027638,8.070975,8.85066,10.53019,11.29201,9.285201,10.5199,11.6245
"860",2009249,3.839,19.685,10.74929,13.20758,7.931706,2.05,361.2568,182.0598,0.9895834,0.5018613,4.13875,0,13.99827,NA,47.16416,NA,0.5,-5.128379,0.9583334,-5.331518,-4.945825,-4.556685,3.336054,3.158909,3.578204,5.029336,7.917203,7.943036,8.21888,10.22443,7.971186,7.599184,8.047398,8.542809
"861",2009257,7.512,19.752,13.90042,16.02433,11.82852,0.1125,338.5437,188.6759,1,0.5585977,3.45675,0,17.4302,NA,41.8125,NA,0.5,-5.40965,0.7447915,-5.378333,-5.041969,-4.536882,3.841848,3.824059,3.954381,6.125705,8.347713,8.392288,8.802964,11.00976,9.959153,7.664817,8.490125,9.281426
"862",2009265,6.474,18.307,12.76055,14.76365,10.69165,2.275,315.0771,159.464,1,0.5060554,3.234375,0,19.29901,NA,42.25377,NA,0.5,-2.231313,0.3854167,-3.575146,-2.332038,-1.968105,3.653666,3.59755,3.818456,5.692432,6.917262,6.169003,7.060975,7.916734,8.413737,6.467096,7.679776,9.162594
"863",2009273,4.845,19.675,11.4512,14.10579,8.843914,5.0875,291.2519,114.381,1,0.3938674,3.56575,0,7.626068,NA,42.98919,NA,0.5,1.196491,0.8958334,0.1928945,1.225226,1.564923,3.447617,3.307838,3.661815,5.261976,3.412875,2.022051,3.365705,3.930331,5.207331,4.453186,4.9165,5.648944
"864",2009281,2.15,15.015,7.77238,10.28369,5.596128,2.3125,267.5163,103.6645,1,0.3875301,3.168125,0,4.930898,NA,42.04564,NA,0.5,2.136817,0.875,1.483287,2.017537,2.252942,2.868496,2.52271,3.223714,4.068903,1.430349,0.6851339,1.597077,2.423826,3.692823,2.776555,3.335288,3.767863
"865",2009289,3.027,14.736,8.192229,10.85055,6.00049,2.45,244.3664,105.2531,1,0.4312715,3.461625,0,12.68804,NA,42.25377,NA,0.5,1.411618,0.2395832,0.08472307,0.9553259,1.658602,2.931635,2.603405,3.273785,4.19197,2.956413,1.590184,2.802649,3.338617,3.109022,2.381407,2.653847,3.177805
"866",2009297,-1.115,14.317,5.846021,8.540698,3.58226,12.175,222.334,72.53175,1,0.3246308,3.192625,0,12.58989,NA,42.98919,NA,0.5,0.4714178,0.5260416,-0.1178183,0.4824175,1.434527,2.584214,2.182577,2.993978,3.664806,1.121157,1.091713,2.19117,3.737549,1.921625,1.34535,1.597167,1.951883
"867",2009305,1.636,16.061,7.909453,9.619414,6.386789,0.175,201.9629,106.0584,1,0.5259506,2.668125,0,21.27817,NA,42.04564,NA,0.5,0.6056693,0.8958333,-1.089773,0.4270204,1.272176,2.88781,2.554111,3.240006,4.179275,1.599891,1.697089,3.086743,5.322439,2.004763,1.561728,1.927756,2.170814
"868",2009313,-3.291,8.462,0.8815885,3.019857,-0.5018307,2.975,183.7809,74.3695,1,0.4045421,2.8125,0,-1.72743,NA,42.25377,NA,0.5,-0.2127112,0.96875,-0.4455083,-0.2000479,0.3712429,1.882853,1.470748,2.184349,2.83907,1.405391,1.440476,2.100977,3.043508,1.220891,0.8831478,1.136573,1.358952
"869",2009321,-2.305,12.476,3.479667,5.792521,2.000958,2.3375,168.2682,77.87275,1,0.4591451,3.175125,0,1.432273,NA,42.98919,NA,0.5,2.069233,0.859375,1.497895,1.921599,2.100764,2.236772,1.802201,2.665542,3.349456,0.5996096,0.08743639,0.7218264,1.540941,0.2285124,0.3517961,0.6573939,1.144492
"870",2009329,-0.911,7.755,2.789589,4.464169,1.593107,3.25,155.8332,46.54812,1,0.3000886,2.636625,0,-15.08619,NA,42.04564,NA,0.5,3.522431,0.9114585,2.972916,3.522431,3.782294,2.133726,1.701056,2.563341,3.280049,-0.7944948,-1.650292,-0.9139618,-0.271307,0,0.07674718,0.209469,0.5523846
"871",2009337,-5.375,6.567,0.8085104,1.946005,-0.1682448,6.35,146.7937,56.73987,1,0.3857865,2.47675,0,-19.7822,NA,42.25377,NA,0.5,2.877644,1,2.517709,2.877644,3.175539,1.86761,1.453925,2.140831,2.792866,-0.6105843,-1.365555,-0.7115008,-0.03966383,0,0.01511216,0.05859297,0.3216718
"872",2009345,-9.993,8.012,-1.813589,0.2205807,-3.745607,1.925,141.3756,71.36862,1,0.5052495,2.453125,0,9.238739,NA,42.98919,NA,0.5,3.08084,1,2.676796,3.08084,3.309585,1.546645,1.167686,1.654133,2.250822,-1.074626,-1.91732,-1.238511,-0.5836796,0.06426515,0.02445296,0.03393773,0.03521853
"873",2009353,-5.075,8.195,1.058089,2.954544,-0.3511432,0.7375,139.7153,61.61662,1,0.4411876,2.188375,0,-0.2833938,NA,42.04564,NA,0.5,1.44396,1,1.252214,1.445303,1.51146,1.91132,1.498741,2.232895,2.922501,0.6428444,0.1357952,0.7169699,1.412171,0.05726024,0.01764689,0.03655475,0.03900129
"874",2009361,-7.138,6.094,-6.026075,-3.999837,-6.484438,3.52,141.0768,51.779,1,0.366867,0.6386,0,0.6573966,NA,42.14832,NA,0.5,0.9699758,1,0.8725762,0.9588754,0.98198,1.060493,0.7448854,1.021941,1.697366,0.092989,-0.2224852,0.1089132,0.7592458,0.1572436,0.1035211,0.1226561,0.1366317
"875",2010001,-13.6,1,-6.251563,-4.544531,-7.832031,1.2125,145.1419,64.75588,1,0.445031,0.790625,0,5.846265,NA,42.98919,NA,0.5,2.407765,0.9895834,2.213909,2.386606,2.499229,2.326215,2.20074,2.493117,2.591994,-0.04620595,-0.2047284,0.0964335,0.2777206,0,0,0,0
"876",2010009,-16.4,5.6,-5.960938,-3.899219,-8.024219,0,153.401,74.32663,1,0.4855922,1.428875,0,4.969875,NA,42.04564,NA,0.5,3.666609,0.984375,3.195415,3.576461,3.77212,2.936507,2.893762,3.512318,4.198389,-0.373088,-0.3412462,-0.02288087,0.4450001,0.03420376,0,0.01954079,0.03932236
"877",2010017,-10.3,4.5,-1.852604,0.1549479,-3.607552,3.5625,165.2229,65.94175,1,0.3963499,1.18375,0,-8.917551,NA,42.25377,NA,0.5,3.776491,0.921875,3.16146,3.66785,4.25673,3.975153,3.389604,4.08267,4.795502,0.3514151,0.1899091,0.5213839,0.8493521,0.07416443,0,0.04639662,0.07159949
"878",2010025,-19.9,11.8,-5.549479,-3.69974,-7.65599,4.4125,180.3365,85.23538,1,0.4674291,1.3575,0,15.18146,NA,42.98919,NA,0.5,2.611887,0.984375,2.102815,2.577608,2.932246,2.162926,1.979773,2.555714,3.004126,-0.1366763,-0.412729,0.1110932,0.2908759,0,0,0,0
"879",2010033,-13.4,1.1,-6.819792,-4.734896,-8.934896,0.15,198.3676,111.1393,1,0.5574365,1.55125,0,34.9828,NA,42.04564,NA,0.5,1.662245,1,1.42354,1.668197,1.85967,1.690721,1.547819,1.919055,2.155593,0.1104536,0.05580025,0.261303,0.3788892,0,0,0,0
"880",2010041,-10.6,2.5,-3.604687,-1.946094,-5.164844,1.4375,218.8469,90.591,1,0.4166628,1.64325,0,21.68975,NA,42.25377,NA,0.5,2.417976,0.9895833,2.262286,2.423116,2.524255,2.45424,2.398244,2.52127,2.620456,0.1427467,0.07116709,0.1062932,0.1520991,0,0,0,0
"881",2010049,-6,6.3,0.16875,1.790625,-1.203125,8.2375,241.2334,102.206,1,0.4290159,1.55725,0,20.03698,NA,42.98919,NA,0.5,3.059077,1,2.905685,3.059077,3.25823,2.834509,2.701038,2.93574,3.051151,-0.2229654,-0.3512375,-0.1605414,-0.07402567,0.1811999,0.003537796,0.01702019,0.06930888
"882",2010057,-3.6,7.9,0.4703125,2.135156,-0.6023438,1.9125,264.9459,100.7116,1,0.3779887,1.749,0,15.61896,NA,42.04564,NA,0.5,1.552529,0.9166666,1.196657,1.554054,1.781634,1.950171,1.876157,2.03711,2.292346,0.680479,0.4430276,0.5679382,0.7058426,0.6763392,0.2793527,0.4147696,0.5748155
"883",2010065,-3.5,12.3,2.993229,5.709115,0.9653646,2.3875,289.3965,155.2823,1,0.54181,3.97775,0,36.01075,NA,42.25377,NA,0.5,0.444459,0.8541667,0.4082289,0.4610264,0.6183452,1.29841,1.238413,1.295111,1.474395,0.6150092,0.633763,0.8398925,0.9955431,1.01217,0.6173127,0.84872,0.9921976
"884",2010073,1,19.1,7.729687,10.38984,5.321094,6.475,314.0216,178.9049,1,0.5672855,6.10925,0,35.83608,NA,42.98919,NA,0.5,0.7088768,0.9374999,0.6785519,0.7376326,0.9704789,1.967523,1.407845,1.505564,1.89887,1.156071,0.6211326,0.7794728,1.03802,1.396905,1.267355,1.497823,2.130948
"885",2010081,-8.3,13.1,3.576563,5.688281,1.400781,9.975,338.3018,134.6031,1,0.396586,2.477,0,39.718,NA,42.04564,NA,0.5,0.7472676,0.96875,0.6957966,0.7390537,0.817837,1.642676,1.549781,1.597209,1.670674,0.939613,0.7625925,0.8599417,0.9284662,0.7856419,0.7988709,0.9904024,1.268906
"886",2010089,4.1,23.6,11.46615,14.18307,8.858073,5.975,361.7756,165.7786,1,0.4566193,5.79325,0,43.15142,NA,21.75556,NA,0.5,1.572947,0.953125,1.22035,1.433505,1.574088,3.671082,3.46213,3.741438,3.835198,2.076749,2.035302,2.253899,2.452258,2.484285,2.34328,2.753512,3.191015
"887",2010097,0.4,29.5,9.923964,13.06823,6.636982,1.1375,384.0434,233.946,1,0.6083226,6.913125,0,103.6557,NA,6.302316,NA,0.5,1.213307,0.9427083,0.7944047,1.128144,1.252637,3.953103,3.628506,4.421466,5.468868,2.704461,2.702647,3.308556,4.296015,2.855624,2.415706,2.826824,2.990463
"888",2010105,1.1,18.7,7.846891,10.26095,5.485945,2.025,404.7644,186.578,1,0.4598921,5.134,0,67.11154,NA,5.931221,NA,0.5,1.29433,0.9322915,0.4931983,1.207397,1.545263,3.622399,3.490711,3.888385,4.337669,2.905264,2.528841,2.907629,3.261244,3.056424,2.65366,3.01032,3.26754
"889",2010113,-1.3,21.9,8.55625,11.16563,5.690625,1.0125,423.6505,209.1242,1,0.4938064,6.0455,0,84.51532,NA,6.051662,NA,0.5,1.429841,0.9427083,0.900313,1.404311,2.414292,4.374153,4.191212,4.948621,5.891376,3.218348,3.085,3.418734,3.810296,3.371105,3.172791,3.428346,3.675869
"890",2010121,4.7,28.6,16.11771,19.14635,12.78385,4.1,440.4589,214.5803,1,0.4876278,8.780625,0,68.97453,NA,6.302316,NA,0.5,4.058281,0.8437499,3.379554,4.146677,5.388952,10.14553,9.181268,10.32679,12.32644,5.826136,5.692479,6.377097,7.446714,6.920816,6.902451,8.042425,8.99371
"891",2010129,-0.6,21.1,9.089062,11.76953,6.300781,0.65,454.9848,249.9247,1,0.5490617,5.714,0,92.33354,NA,5.931221,NA,0.5,-0.3590901,0.7395833,-1.467553,-0.4568662,0.8460912,9.676761,7.146676,7.996036,9.199981,8.873783,7.107991,8.303862,9.45989,6.644896,6.404525,7.640815,8.334457
"892",2010137,7.7,26.6,16.09168,19.03334,13.06459,2.1125,467.0562,239.6553,1,0.5126583,7.671375,0,54.52376,NA,6.051662,NA,0.5,-2.941393,0.8072915,-4.034161,-3.141808,-2.177219,6.340135,3.93204,4.690326,6.612644,10.2003,6.814204,8.072756,9.858556,11.35803,9.53528,11.22662,12.14146
"893",2010145,8.6,33.1,19.47501,22.68751,16.51251,2.4125,476.5296,280.3551,1,0.588779,8.65825,0,53.10072,NA,6.302316,NA,0.5,-4.452166,0.8697915,-5.651189,-4.503823,-3.162745,7.798674,6.773207,7.9404,9.80004,13.02509,11.79713,12.53195,13.53383,14.68884,14.2192,16.19543,17.78312
"894",2010153,7.3,27.2,17.52553,20.23151,14.90651,3.575,483.2923,244.8185,1,0.5067401,6.2795,0,34.82898,NA,5.931221,NA,0.5,-2.397677,0.9010416,-4.818991,-2.4439,-0.5971525,12.28574,11.10612,16.68118,20.06373,15.55108,15.63225,18.89347,20.34159,14.61601,13.67719,14.50776,15.59775
"895",2010161,10.1,23.8,15.58285,17.32892,13.80392,4.8,487.2625,160.3698,1,0.3289927,3.606375,0,15.4298,NA,6.051662,NA,0.5,0.6646716,0.9166667,-3.485014,0.4284031,3.518369,9.056729,8.511125,8.957026,19.42819,12.75972,8.834421,12.10974,14.97677,12.36596,9.324058,11.02977,12.26575
"896",2010169,13.2,29.6,21.2599,24.06745,18.61745,3.7375,488.3972,281.032,1,0.5754288,9.033625,0,26.1712,NA,6.302316,NA,0.5,-2.992267,0.921875,-4.728097,-3.125331,-1.41804,11.817,10.45975,11.86336,20.43893,15.9357,15.30751,16.3713,22.14949,18.78663,16.63219,18.2362,19.9557
"897",2010177,8.7,28.5,19.20312,21.77031,16.28281,0.075,486.6934,271.756,1,0.5585439,8.405625,0,33.45577,NA,5.931221,NA,0.5,3.143795,0.8906249,-1.06169,1.644522,3.604697,24.53971,15.29901,18.25868,22.82594,18.35349,14.59672,17.55463,21.45845,16.38285,15.25149,16.15014,17.82955
"898",2010185,16.3,33.8,24.44584,27.16042,22.16667,1.4,482.1923,258.2306,1,0.5353334,11.25837,0,13.27436,NA,6.051662,NA,0.5,0.675604,0.5885416,-2.524789,0.2930501,2.304888,17.23118,12.34639,15.98459,21.43716,13.94292,12.90442,16.5711,20.85728,14.65034,13.18392,14.22601,15.29205
"899",2010193,16.5,30.7,22.81198,25.34349,20.51224,5.3375,474.9742,244.8041,1,0.5155316,6.683,0,27.73066,NA,6.302316,NA,0.5,-3.635991,0.375,-4.366821,-2.872802,-1.653013,10.78086,8.69844,11.48824,18.51294,12.27511,12.24022,14.89038,19.90107,15.94816,11.95883,15.69646,17.01491
"900",2010201,12.6,28.9,21.1349,23.70495,18.3237,3.2625,465.1559,233.7105,1,0.5028751,6.9655,0,7.660976,NA,5.931221,NA,0.5,-0.9145944,0.06770838,-2.967079,-1.680862,-0.3444607,9.484663,9.112168,10.274,15.851,12.49363,10.41483,12.8001,15.44576,13.57689,8.965204,13.3429,15.75344
"901",2010209,10.7,29.8,20.86511,23.5513,17.98255,0.1375,452.8802,264.2119,1,0.5832131,7.581375,0,25.52424,NA,6.051662,NA,0.5,-1.767269,0.3072916,-3.646346,-2.727911,-1.787911,8.661901,8.552679,10.46247,12.31428,14.40161,11.15479,13.12608,15.28877,12.67695,10.05292,12.51587,14.91901
"902",2010217,11.4,29.6,21.38751,24.125,18.7,4.8625,438.3155,240.7622,1,0.5494796,8.5345,0,24.05359,NA,6.302316,NA,0.5,-1.806725,0.8802084,-2.636389,-1.593235,-0.3828517,7.51028,7.428219,7.888928,9.381471,11.4116,8.791662,9.62846,11.57753,10.07728,9.287239,10.18301,12.14306
"903",2010225,12.6,27.9,20.09689,22.51094,17.62344,0.6875,421.6494,215.3829,1,0.511485,7.69775,0,17.65093,NA,5.931221,NA,0.5,-1.736578,0.7968749,-3.958926,-2.057847,-0.900005,6.62599,6.516217,7.043096,7.89524,11.36666,8.228602,9.728438,10.9332,9.271173,8.821544,9.856391,10.76659
"904",2010233,10.4,25.3,16.95679,18.98464,15.03464,4.9625,403.0906,164.1471,1,0.4091573,4.5605,0,6.416507,NA,6.051662,NA,0.5,-1.068318,0.5625,-2.150813,-1.673391,-1.211423,7.032972,6.364488,7.010587,7.842295,9.709966,7.736341,8.684946,9.750416,7.677316,7.509786,8.169376,8.780679
"905",2010241,10.2,33,22.34792,25.53021,19.49271,0.075,382.8723,241.2842,1,0.6290989,10.90888,0,7.217101,NA,6.302316,NA,0.5,-2.880298,0.9583331,-3.816914,-2.934903,-2.555108,6.438673,5.575816,6.564325,7.031281,9.138931,8.826747,9.542524,10.16822,9.708999,8.190951,8.943376,9.846175
"906",2010249,8.8,27.6,15.80469,18.35859,13.60234,2.7,361.2568,165.7432,1,0.4571496,5.707125,0,17.63699,NA,5.931221,NA,0.5,-2.036878,0.984375,-2.548963,-1.94583,-1.568515,5.595075,5.004246,6.103338,7.716977,7.269046,7.322753,7.974466,9.71953,7.463334,6.88456,7.576645,7.932882
"907",2010257,5,20.9,13.85314,16.29532,11.33282,0.9625,338.5437,169.5989,1,0.5018251,4.75225,0,13.90283,NA,6.051662,NA,0.5,-2.457183,0.8958333,-2.949393,-2.524219,-2.278728,4.439045,4.253456,4.618935,6.497391,7.376289,7.141244,7.4398,8.858105,6.859614,5.988022,6.61013,7.134049
"908",2010265,10.4,27.1,18.09062,20.48906,15.82656,1.925,315.0771,146.7485,1,0.4640682,5.430375,0,7.262593,NA,6.302316,NA,0.5,-0.8986719,0.9791666,-1.430813,-0.9370535,-0.6080317,5.103033,4.569542,5.004929,5.320709,6.221506,5.315247,5.987944,6.586466,4.679624,4.813281,4.99425,5.36484
"909",2010273,3.7,22,12.12552,14.03776,10.39401,14.9625,291.2519,86.18825,1,0.2961571,2.726125,0,-19.43721,NA,5.931221,NA,0.5,1.898685,0.9166665,1.007121,1.409983,1.756422,4.284705,3.53567,3.990444,4.520154,2.621243,2.132256,2.671801,3.175069,3.436318,2.833285,3.483684,3.692765
"910",2010281,1.2,20.3,9.445839,12.41042,6.641669,6.625,267.5163,139.155,1,0.5170467,4.314625,0,4.188491,NA,6.051662,NA,0.5,1.388136,0.8854166,0.5623072,1.281273,1.939496,4.498532,3.968105,5.134644,6.264645,3.449753,3.404691,3.672188,4.548381,4.507828,3.905029,4.989469,5.597685
"911",2010289,-0.4,15.1,6.102604,8.557552,3.920052,0.275,244.3664,128.6071,1,0.5256617,3.47325,0,16.89617,NA,6.798325,NA,0.5,2.383142,1,1.698186,2.367395,2.500574,3.721297,3.410291,4.023542,4.445094,1.623371,1.487567,1.769247,2.055833,2.112544,1.970562,2.218023,2.376639
"912",2010297,-0.8,22.6,10.69689,12.59219,8.410943,2.025,222.334,87.95125,1,0.3973633,3.438625,0,15.31337,NA,7.2769,NA,0.5,4.539815,0.9010416,3.562028,4.289372,4.544959,5.727826,5.105564,5.795326,6.274055,1.59665,1.272793,1.56854,2.102481,0.3451674,0.3541546,0.6635508,1.683768
"913",2010305,-4.1,7.9,2.764583,4.476042,1.007292,7.9125,201.9629,71.31512,1,0.3508561,1.88825,0,9.54126,NA,6.914445,NA,0.5,2.083337,0.8333334,1.783456,2.071873,2.742739,2.97311,2.811542,3.379237,4.160065,0.9927981,0.9104366,1.337008,1.536819,0.6032667,0.5654894,0.6289657,1.111695
"914",2010313,-0.4,18.1,6.582292,9.103646,4.691146,0.7375,183.7809,90.89963,1,0.4926191,4.19875,0,4.739525,NA,8.417718,NA,0.5,1.398884,0.9479166,1.10259,1.417198,2.52485,2.651315,2.26106,2.657303,3.12937,1.218366,0.5097386,1.188899,1.37998,0.7622082,0.6927631,0.7927607,0.9235679
"915",2010321,-3,12.5,4.279687,6.296094,2.177344,3.3625,168.2682,77.41837,1,0.4603503,3.103125,0,-0.06919488,NA,7.356261,NA,0.5,3.627559,0.9635416,3.127911,3.622964,4.271734,4.296946,4.031315,5.251329,6.084814,0.8069251,0.7151534,1.455701,1.963763,0.4078966,0.2623143,0.295397,0.4130415
"916",2010329,-6.7,12.2,0.8942708,2.878385,-1.277865,4.7375,155.8332,67.86638,1,0.4362935,2.08625,0,7.723681,NA,8.43237,NA,0.5,3.323993,0.8281247,2.914705,3.352235,3.933176,3.71888,3.666793,4.181133,4.936926,0.7579089,0.5137337,0.7938082,1.206573,0.4472053,0,0,0.5679379
"917",2010337,-15.6,1.1,-5.396354,-3.954427,-6.848177,0,146.7937,76.24738,1,0.5199876,1.666875,0,28.23765,NA,8.109506,NA,0.5,3.896878,0.9791666,3.675562,3.891251,4.08685,3.02846,3.000697,3.510277,3.909201,-0.6293894,-0.647426,-0.4156107,-0.1431453,0,0,0,0.0457405
"918",2010345,-13.5,12.1,-3.809375,-1.373438,-6.260938,5.3,141.3756,58.00425,1,0.4109855,1.0255,0,5.613015,NA,5.413509,NA,0.5,4.558301,0.8541666,3.191556,4.557552,4.968455,4.134925,3.636641,5.711911,6.153352,0.4288094,0.134525,0.6097286,1.384036,0.03571981,0,0.001843021,0.04106183
"919",2010353,-9.2,0.3,-4.525521,-3.11901,-5.66276,1.075,139.7153,57.37087,1,0.4107027,1.287375,0,5.561805,NA,6.256165,NA,0.5,7.542806,1,6.466169,7.542529,7.846054,7.667681,7.334896,8.115039,8.188258,0.8691479,-0.09364788,0.5262938,1.244013,0.1107595,0.0697963,0.1031611,0.1827552
"920",2010361,-11.9,8.7,-3.5125,-0.87625,-5.69625,0.72,141.0768,73.1052,1,0.5179215,1.9364,0,-13.31144,NA,7.503604,NA,0.5,6.767166,0.8583332,6.158898,6.68272,6.779582,11.57841,9.78818,10.06172,11.24067,5.618022,3.070248,3.34101,5.10659,0,0,0,0
"921",2011001,-10.175,12.275,-2.495703,-0.6931641,-4.265039,0.1875,145.1419,67.47175,1,0.4655678,1.7825,0,4.354542,NA,6.171766,NA,0.5,2.023326,0.9166667,1.70667,2.014871,2.196335,0.2124854,0.2083505,0.245294,0.3640759,-1.262231,-2.114663,-1.753681,-1.366744,0.0995292,0.09759966,0.1137083,0.2719517
"922",2011009,-16.8,-1.55,-7.351432,-5.575716,-9.275716,2.975,153.401,82.26525,1,0.5365408,1.059875,0,-1.456973,NA,10.6082,NA,0.5,1.811266,1,1.758751,1.81527,1.887631,1.59245,1.550065,1.667048,1.764128,-0.2382061,-0.2520517,-0.1631432,-0.09368329,0.07927301,0.07704503,0.1041556,0.2276825
"923",2011017,-25.4,0.55,-9.864187,-7.725844,-12.12584,3.5125,165.2229,79.27688,1,0.4773038,0.699625,0,11.13254,NA,6.602059,NA,0.5,1.690829,0.9270833,1.383984,1.647747,1.947549,1.700664,1.289408,1.485632,1.597266,-0.02193434,-0.4856939,-0.1817581,0.06399388,0,0,0,0.1249153
"924",2011025,-15.025,-0.5,-6.823047,-4.983398,-9.028711,3.2125,180.3365,75.30187,1,0.4174415,0.986125,0,8.262878,NA,8.123117,NA,0.5,2.716274,0.9114584,2.148992,2.407279,2.779405,1.812563,1.206221,1.473133,1.72884,-0.7327408,-1.290594,-0.9885214,-0.6987487,0,0,0.02738242,0.1094473
"925",2011033,-15.5,2.65,-5.045573,-3.146224,-7.275911,5,198.3676,86.437,1,0.4360948,1.268875,0,10.20653,NA,6.748524,NA,0.5,5.105565,0.9166667,3.721399,4.860835,7.182669,3.88451,3.23076,4.016938,4.281176,-0.410239,-3.277566,-1.492868,-0.3218724,0,0,0.05021836,0.122852
"926",2011041,-16.675,13.725,-3.678646,-1.098698,-6.411198,0,218.8469,127.7098,1,0.5828629,2.73,0,22.42159,NA,12.94066,NA,0.5,9.66688,0.8802083,8.182555,9.66688,11.07128,7.33473,6.940977,8.200981,8.85779,-1.272488,-2.588361,-1.736728,-0.8873626,0,0,0,0
"927",2011049,-15.475,15.125,-3.539714,-0.6120443,-6.566732,4.875,241.2334,133.822,1,0.5565343,2.531125,0,41.47477,NA,8.916313,NA,0.5,11.90414,0.9895834,11.07233,11.88305,12.20752,10.37421,9.59704,11.12553,11.98728,-1.464338,-1.879274,-0.7836595,0.2056004,0,0,0,0.001247805
"928",2011057,-16.6,10.2,-3.171094,-0.7964844,-5.921484,2.6875,264.9459,126.6844,1,0.4762556,1.7625,0,23.85967,NA,12.18561,NA,0.5,10.35762,0.9166665,9.801198,10.36324,10.95668,8.701294,8.259869,8.82567,10.02606,-1.203672,-1.637161,-1.285521,-0.6371449,0.2394794,0.2387678,0.3867345,0.6204155
"929",2011065,-8.45,9.4,1.459766,3.062695,-0.4357422,14.6125,289.3965,103.2804,1,0.3570396,1.41275,0,14.86671,NA,8.052513,NA,0.5,11.85995,0.9739583,10.55061,11.26588,11.85335,8.402335,7.529138,8.090443,8.40426,-2.650476,-3.78556,-3.19821,-2.50811,0.7289912,0.7265066,0.809095,1.053507
"930",2011073,-5.475,16.3,2.540104,4.513802,0.3981771,3.275,314.0216,162.7869,1,0.5185739,3.103375,0,39.64748,NA,14.92563,NA,0.5,8.667211,0.9479166,7.234091,8.221034,8.896915,8.336182,7.114851,8.097221,8.498615,-0.06797738,-0.7093328,-0.1564157,0.2624575,0.037254,0.04417538,0.1026464,0.6891597
"931",2011081,-9.15,4.825,-1.659896,0.3497396,-3.592448,0,338.3018,206.734,1,0.6074984,2.91575,0,92.09588,NA,24.98639,NA,0.5,3.478863,0.9895833,2.893823,3.277718,3.503909,4.008446,3.353829,3.665181,3.996175,0.2072907,0.1792947,0.4209741,0.7175301,0.6650128,0.5500263,0.7527185,1.134029
"932",2011089,-4.075,12.5,2.977734,5.45293,0.8544922,4.1125,361.7756,152.333,1,0.4225499,2.93275,0,39.45911,NA,24.97349,NA,0.5,1.685859,0.8958334,1.484264,1.664668,1.795785,2.342339,2.071943,2.46931,2.62998,0.671048,0.437687,0.8018471,1.049702,0.3484078,0.3290854,0.3567705,0.511762
